VMP_NM|DATE_FROM|DATE_TO|VERSION
Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin glulisine 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin glulisine 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane bovine 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane human 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin isophane human 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin isophane human 100units/ml suspension for injection 5ml vials|2018-11-07|2018-11-07|1
Insulin isophane porcine 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin lispro 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin lispro 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin lispro biphasic 25/75 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin soluble bovine 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin soluble bovine 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin soluble human 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin soluble human 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin soluble porcine 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin soluble porcine 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin zinc mixed bovine 100units/ml suspension for injection 10ml vials|2018-11-07|2018-11-07|1
Interferon alfa-2a 18million units/0.6ml solution for injection cartridges|2018-11-07|2018-11-07|1
Interferon alfa-2a 6million units/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Interferon alfa-2b 25million units/2.5ml solution for injection multidose vials|2018-11-07|2018-11-07|1
Interferon beta-1a 6million units/0.5ml solution for injection 1.5ml cartridges|2018-11-07|2018-11-07|1
Interferon beta-1a 6million units/0.5ml solution for injection pre-filled devices and Interferon beta-1a 2.4million units/0.2ml solution for injection pre-filled devices|2018-11-07|2018-11-07|1
Interferon beta-1a 6million units/0.5ml solution for injection pre-filled syringes and Interferon beta-1a 2.4million units/0.2ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
International normalised ratio testing strips|2018-11-07|2018-11-07|1
Intrauterine contraceptive device|2018-11-07|2018-11-07|1
Ipratropium bromide 20micrograms/dose inhaler CFC free|2018-11-07|2018-11-07|1
Ipratropium bromide 21micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Ipratropium bromide 250micrograms/1ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials|2018-11-07|2018-11-07|1
Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets|2018-11-07|2018-11-07|1
Irbesartan 150mg tablets|2018-11-07|2018-11-07|1
Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets|2018-11-07|2018-11-07|1
Irbesartan 300mg / Hydrochlorothiazide 25mg tablets|2018-11-07|2018-11-07|1
Irbesartan 300mg tablets|2018-11-07|2018-11-07|1
Irbesartan 75mg tablets|2018-11-07|2018-11-07|1
Iron dextran 100mg/2ml solution for injection ampoules|2018-11-07|2018-11-07|1
Iron dextran 500mg/10ml solution for injection ampoules|2018-11-07|2018-11-07|1
Iron sucrose 100mg/5ml solution for injection vials|2018-11-07|2018-11-07|1
Irrigation appliances|2018-11-07|2018-11-07|1
Irrigation lubricant|2018-11-07|2018-11-07|1
Isocarboxazid 10mg tablets|2018-11-07|2018-11-07|1
Isoniazid 100mg tablets|2018-11-07|2018-11-07|1
Isoniazid 50mg tablets|2018-11-07|2018-11-07|1
Isopropyl alcohol 70% liquid|2018-11-07|2018-11-07|1
Isopropyl myristate 15% / Liquid paraffin 15% gel|2018-11-07|2018-11-07|1
Isosorbide dinitrate 10mg tablets|2018-11-07|2018-11-07|1
Isosorbide dinitrate 10mg/10ml solution for injection ampoules|2018-11-07|2018-11-07|1
Isosorbide dinitrate 20mg modified-release tablets|2018-11-07|2018-11-07|1
Isosorbide dinitrate 20mg tablets|2018-11-07|2018-11-07|1
Isosorbide dinitrate 40mg modified-release tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 10mg tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 20mg tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 25mg modified-release capsules|2018-11-07|2018-11-07|1
Isosorbide mononitrate 25mg modified-release tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 40mg modified-release capsules|2018-11-07|2018-11-07|1
Isosorbide mononitrate 40mg modified-release tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 40mg tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 50mg modified-release capsules|2018-11-07|2018-11-07|1
Isosorbide mononitrate 50mg modified-release tablets|2018-11-07|2018-11-07|1
Isosorbide mononitrate 60mg modified-release capsules|2018-11-07|2018-11-07|1
Isosorbide mononitrate 60mg modified-release tablets|2018-11-07|2018-11-07|1
Isotretinoin 0.05% / Erythromycin 2% gel|2018-11-07|2018-11-07|1
Isotretinoin 0.05% gel|2018-11-07|2018-11-07|1
Isotretinoin 10mg capsules|2018-11-07|2018-11-07|1
Isotretinoin 20mg capsules|2018-11-07|2018-11-07|1
Isotretinoin 40mg capsules|2018-11-07|2018-11-07|1
Isotretinoin 5mg capsules|2018-11-07|2018-11-07|1
Ispaghula husk 3.4g oral powder sachets gluten free sugar free|2018-11-07|2018-11-07|1
Ispaghula husk 3.5g / Mebeverine 135mg effervescent granules sachets sugar free|2018-11-07|2018-11-07|1
Ispaghula husk 3.5g effervescent granules sachets gluten free sugar free|2018-11-07|2018-11-07|1
Ispaghula husk oral powder sugar free|2018-11-07|2018-11-07|1
Isradipine 2.5mg tablets|2018-11-07|2018-11-07|1
Itraconazole 100mg capsules|2018-11-07|2018-11-07|1
Itraconazole 250mg/25ml solution for infusion ampoules and diluent|2018-11-07|2018-11-07|1
Itraconazole 50mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ivabradine 5mg tablets|2018-11-07|2018-11-07|1
Ivabradine 7.5mg tablets|2018-11-07|2018-11-07|1
Ivermectin 10mg/g cream|2018-11-07|2018-11-07|1
Japanese encephalitis vaccine (inactivated, adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Jaw rehabilitation device|2018-11-07|2018-11-07|1
Kaolin and Morphine mixture|2018-11-07|2018-11-07|1
Kaolin mixture|2018-11-07|2018-11-07|1
Kaolin mixture paediatric|2018-11-07|2018-11-07|1
Kaolin poultices|2018-11-07|2018-11-07|1
Ketamine 1g/10ml solution for injection vials|2018-11-07|2018-11-07|1
Ketamine 200mg/20ml solution for injection vials|2018-11-07|2018-11-07|1
Ketamine 500mg/10ml solution for injection vials|2018-11-07|2018-11-07|1
KetoCal 4:1 powder|2018-11-07|2018-11-07|1
Ketoconazole 2% cream|2018-11-07|2018-11-07|1
Ketoconazole 2% shampoo|2018-11-07|2018-11-07|1
Ketoconazole 200mg tablets|2018-11-07|2018-11-07|1
Ketoprofen 100mg / Omeprazole 20mg modified-release capsules|2018-11-07|2018-11-07|1
Ketoprofen 100mg modified-release capsules|2018-11-07|2018-11-07|1
Ketoprofen 100mg suppositories|2018-11-07|2018-11-07|1
Ketoprofen 150mg modified-release capsules|2018-11-07|2018-11-07|1
Ketoprofen 2.5% gel|2018-11-07|2018-11-07|1
Ketoprofen 200mg / Omeprazole 20mg modified-release capsules|2018-11-07|2018-11-07|1
Ketoprofen 200mg modified-release capsules|2018-11-07|2018-11-07|1
Ketoprofen 50mg capsules|2018-11-07|2018-11-07|1
Ketorolac 0.5% eye drops|2018-11-07|2018-11-07|1
Ketorolac 10mg tablets|2018-11-07|2018-11-07|1
Ketorolac 10mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ketorolac 30mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ketotifen 1mg tablets|2018-11-07|2018-11-07|1
Ketotifen 1mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ketotifen 250micrograms/ml eye drops|2018-11-07|2018-11-07|1
Knitted polyester primary dressing impregnated with neutral triglycerides 10cm x 20cm|2018-11-07|2018-11-07|1
Knitted polyester primary dressing impregnated with neutral triglycerides 5cm x 5cm|2018-11-07|2018-11-07|1
Knitted polyester primary dressing impregnated with neutral triglycerides 7.5cm x 10cm|2018-11-07|2018-11-07|1
Knitted viscose primary dressing BP type 1 - 14cm x 20cm|2018-11-07|2018-11-07|1
Knitted viscose primary dressing BP type 1 - 19cm x 19cm|2018-11-07|2018-11-07|1
Knitted viscose primary dressing BP type 1 - 19cm x 9.5cm|2018-11-07|2018-11-07|1
Knitted viscose primary dressing BP type 1 - 9.5cm x 9.5cm|2018-11-07|2018-11-07|1
L-Phenylalanine 50mg oral powder sachets|2018-11-07|2018-11-07|1
L-arginine powder|2018-11-07|2018-11-07|1
Labetalol 100mg tablets|2018-11-07|2018-11-07|1
Labetalol 200mg tablets|2018-11-07|2018-11-07|1
Labetalol 400mg tablets|2018-11-07|2018-11-07|1
Labetalol 50mg tablets|2018-11-07|2018-11-07|1
Lacidipine 2mg tablets|2018-11-07|2018-11-07|1
Lacidipine 4mg tablets|2018-11-07|2018-11-07|1
Lacosamide 100mg tablets|2018-11-07|2018-11-07|1
Lacosamide 10mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Lacosamide 150mg tablets|2018-11-07|2018-11-07|1
Lacosamide 15mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Lacosamide 200mg tablets|2018-11-07|2018-11-07|1
Lacosamide 200mg/20ml solution for infusion vials|2018-11-07|2018-11-07|1
Lacosamide 50mg tablets|2018-11-07|2018-11-07|1
Lactic acid 250mg pessaries|2018-11-07|2018-11-07|1
Lactic acid 45mg/g vaginal gel|2018-11-07|2018-11-07|1
Lactobacillus capsules|2018-11-07|2018-11-07|1
Lactulose 10g/15ml oral solution 15ml sachets sugar free|2018-11-07|2018-11-07|1
Lactulose 3.1-3.7g/5ml oral solution|2018-11-07|2018-11-07|1
Lamivudine 100mg tablets|2018-11-07|2018-11-07|1
Lamivudine 150mg tablets|2018-11-07|2018-11-07|1
Lamivudine 300mg tablets|2018-11-07|2018-11-07|1
Lamotrigine 100mg dispersible tablets sugar free|2018-11-07|2018-11-07|1
Lamotrigine 100mg tablets|2018-11-07|2018-11-07|1
Lamotrigine 200mg tablets|2018-11-07|2018-11-07|1
Lamotrigine 25mg dispersible tablets sugar free|2018-11-07|2018-11-07|1
Lamotrigine 25mg tablets|2018-11-07|2018-11-07|1
Lamotrigine 2mg dispersible tablets sugar free|2018-11-07|2018-11-07|1
Lamotrigine 50mg tablets|2018-11-07|2018-11-07|1
Lamotrigine 5mg dispersible tablets sugar free|2018-11-07|2018-11-07|1
Lancets sterile single use 0.195mm/33gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.2mm/33gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.315mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.31mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.32mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.32mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.34mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.35mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.36mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.375mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.37mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.38mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.3mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.4mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.5mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.5mm/29gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.65mm/23gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.66mm/23gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 0.8mm/21gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.2mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.5mm/25gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.5mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.5mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.6mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.6mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/18gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/21gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/23gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/26gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/28gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 1.8mm/30gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2.2mm/23gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2.4mm/21gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2.4mm/23gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2.4mm/26gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2mm/0.8mm blade|2018-11-07|2018-11-07|1
Lancets sterile single use 2mm/17gauge|2018-11-07|2018-11-07|1
Lancets sterile single use 2mm/21gauge|2018-11-07|2018-11-07|1
Lanreotide 120mg/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Lanreotide 30mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Lanreotide 60mg/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Lanreotide 90mg/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Lansoprazole 15mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Lansoprazole 15mg orodispersible tablets|2018-11-07|2018-11-07|1
Lansoprazole 30mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Lansoprazole 30mg orodispersible tablets|2018-11-07|2018-11-07|1
Lanthanum carbonate 1g chewable tablets sugar free|2018-11-07|2018-11-07|1
Lanthanum carbonate 1g oral powder sachets|2018-11-07|2018-11-07|1
Lanthanum carbonate 500mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Lanthanum carbonate 750mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Lanthanum carbonate 750mg oral powder sachets|2018-11-07|2018-11-07|1
Lapatinib 250mg tablets|2018-11-07|2018-11-07|1
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops|2018-11-07|2018-11-07|1
Latanoprost 50micrograms/ml eye drops|2018-11-07|2018-11-07|1
Latanoprost 50micrograms/ml eye drops 0.2ml unit dose preservative free|2018-11-07|2018-11-07|1
Latex foam adhesive 22.5cm x 45cm x 7mm|2018-11-07|2018-11-07|1
Lauromacrogol 400 5% / Heparinoid 0.2% rectal ointment|2018-11-07|2018-11-07|1
Lavender oil 80mg capsules|2018-11-07|2018-11-07|1
Leflunomide 100mg tablets|2018-11-07|2018-11-07|1
Leflunomide 10mg tablets|2018-11-07|2018-11-07|1
Leflunomide 15mg tablets|2018-11-07|2018-11-07|1
Leflunomide 20mg tablets|2018-11-07|2018-11-07|1
Leg ulcer wrap 28cm-35cm|2018-11-07|2018-11-07|1
Lemon spirit|2018-11-07|2018-11-07|1
Lercanidipine 10mg tablets|2018-11-07|2018-11-07|1
Lercanidipine 20mg tablets|2018-11-07|2018-11-07|1
Letrozole 2.5mg tablets|2018-11-07|2018-11-07|1
Leuprorelin 11.25mg powder and solvent for suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Leuprorelin 3.75mg powder and solvent for suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Leuprorelin 3.75mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Levetiracetam 100mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Levetiracetam 1g granules sachets sugar free|2018-11-07|2018-11-07|1
Levetiracetam 1g tablets|2018-11-07|2018-11-07|1
Levetiracetam 250mg granules sachets sugar free|2018-11-07|2018-11-07|1
Levetiracetam 250mg tablets|2018-11-07|2018-11-07|1
Levetiracetam 500mg granules sachets sugar free|2018-11-07|2018-11-07|1
Levetiracetam 500mg tablets|2018-11-07|2018-11-07|1
Levetiracetam 500mg/5ml solution for infusion ampoules|2018-11-07|2018-11-07|1
Levetiracetam 500mg/5ml solution for infusion vials|2018-11-07|2018-11-07|1
Levetiracetam 750mg tablets|2018-11-07|2018-11-07|1
Levobunolol 0.5% eye drops|2018-11-07|2018-11-07|1
Levobunolol 0.5% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Levocarnitine 1.5g/5ml oral solution paediatric|2018-11-07|2018-11-07|1
Levocarnitine 1g chewable tablets|2018-11-07|2018-11-07|1
Levocarnitine 1g/10ml oral solution unit dose vials sugar free|2018-11-07|2018-11-07|1
Levocarnitine 1g/5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Levocarnitine 330mg tablets|2018-11-07|2018-11-07|1
Levocetirizine 500micrograms/ml oral solution sugar free|2018-11-07|2018-11-07|1
Levocetirizine 5mg tablets|2018-11-07|2018-11-07|1
Levodopa 100mg / Carbidopa 25mg / Entacapone 200mg tablets|2018-11-07|2018-11-07|1
