AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment petite size II;;BSN medical Ltd;Class 2 (23-32mmHg), petite size II, Anthracite
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment petite size III;;BSN medical Ltd;Class 2 (23-32mmHg), petite size III, Anthracite
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment petite size III;;BSN medical Ltd;Class 2 (23-32mmHg), petite size III, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment petite size IV;;BSN medical Ltd;Class 2 (23-32mmHg), petite size IV, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment petite size VI;;BSN medical Ltd;Class 2 (23-32mmHg), petite size VI, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size I;;BSN medical Ltd;Class 2 (23-32mmHg), regular size I, Anthracite
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size II;;BSN medical Ltd;Class 2 (23-32mmHg), regular size II, Black
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size II;;BSN medical Ltd;Class 2 (23-32mmHg), regular size II, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size VI;;BSN medical Ltd;Class 2 (23-32mmHg), regular size VI, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I;;BSN medical Ltd;Class 2 (23-32mmHg), petite size I , Black
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III;;BSN medical Ltd;Class 2 (23-32mmHg), petite size III, Caramel
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V;;BSN medical Ltd;Class 2 (23-32mmHg), petite size V, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment regular size III;;BSN medical Ltd;Class 2 (23-32mmHg), regular size III, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment regular size IV;;BSN medical Ltd;Class 2 (23-32mmHg), regular size IV, Natural
Jobst UltraSheer class 2 (23-32mmHg) below knee open toe lymphoedema garment regular size V;;BSN medical Ltd;Class 2 (23-32mmHg), regular size V, Caramel
Jobst UltraSheer class 2 (23-32mmHg) thigh length closed toe with lace silicone band lymphoedema garment standard petite size III;;BSN medical Ltd;Class 2 (23-32mmHg), standard petite size III, Natural
Jobst UltraSheer class 2 (23-32mmHg) thigh length open toe with decorative dotted silicone band lymphoedema garment standard regular size V;;BSN medical Ltd;Class 2 (23-32mmHg), standard regular size V, Caramel
Jobst UltraSheer class 2 (23-32mmHg) thigh length open toe with decorative dotted silicone band lymphoedema garment wide petite size V;;BSN medical Ltd;Class 2 (23-32mmHg), wide petite size V, Caramel
Jobst UltraSheer class 2 (23-32mmHg) thigh length open toe with lace silicone band lymphoedema garment wide petite size II;;BSN medical Ltd;Class 2 (23-32mmHg), wide petite size II, Natural
Jobst UltraSheer class 2 (23-32mmHg) tights closed toe lymphoedema garment petite size I;;BSN medical Ltd;Class 2 (23-32mmHg), petite size I, Natural
Jobst UltraSheer class 2 (23-32mmHg) tights closed toe lymphoedema garment petite size VI;;BSN medical Ltd;Class 2 (23-32mmHg), petite size VI, Natural
Jobst UltraSheer class 2 (23-32mmHg) tights closed toe lymphoedema garment regular size II;;BSN medical Ltd;Class 2 (23-32mmHg), regular size II, Black
Jobst UltraSheer class 2 (23-32mmHg) tights closed toe lymphoedema garment regular size II;;BSN medical Ltd;Class 2 (23-32mmHg), regular size II, Caramel
Jobst UltraSheer class 2 (23-32mmHg) tights closed toe lymphoedema garment regular size IV;;BSN medical Ltd;Class 2 (23-32mmHg), regular size IV, Black
Jobst UltraSheer class 2 (23-32mmHg) tights open toe lymphoedema garment regular size III;;BSN medical Ltd;Class 2 (23-32mmHg), regular size III, Natural
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 1 (18-21mmHg), long size 1, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 1 (18-21mmHg), long size 1, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 2;;BSN medical Ltd;Class 1 (18-21mmHg), long size 2, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 1 (18-21mmHg), long size 3, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Dark grey
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Navy
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 1 (18-21mmHg), long size 6, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 1 (18-21mmHg), long size 6, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 1 (18-21mmHg), long size 6, Navy
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 1;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 1 , Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Navy
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Khaki
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Navy
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 5, Black
Jobst for Men Ambition class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 5, Dark grey
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 2 (23-32mmHg), long size 1, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 2 (23-32mmHg), long size 3, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 2 (23-32mmHg), long size 3, Khaki
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 2 (23-32mmHg), long size 4, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 2 (23-32mmHg), long size 4, Navy
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 2 (23-32mmHg), long size 5, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 2 (23-32mmHg), long size 6, Khaki
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 3, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 3, Khaki
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 3, Navy
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 4, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 4, Navy
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 5, Black
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 5, Navy
Jobst for Men Ambition class 2 (23-32mmHg) below knee closed toe lymphoedema garment regular size 6;;BSN medical Ltd;Class 2 (23-32mmHg), regular size 6, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 1 (18-21mmHg), long size 1, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 1 (18-21mmHg), long size 1, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 2;;BSN medical Ltd;Class 1 (18-21mmHg), long size 2, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 1 (18-21mmHg), long size 3, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 1 (18-21mmHg), long size 3, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 1 (18-21mmHg), long size 3, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 1 (18-21mmHg), long size 4, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 1 (18-21mmHg), long size 5, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 1 (18-21mmHg), long size 6, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment long size 6;;BSN medical Ltd;Class 1 (18-21mmHg), long size 6, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 1;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 1 , Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 2;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 2, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 2;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 2, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 2;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 2, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 2;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 2, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 3;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 3, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Dark grey
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Khaki
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 4;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 4, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 5, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 5;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 5, Navy
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 6;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 6, Black
Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size 6;;BSN medical Ltd;Class 1 (18-21mmHg), regular size 6, Khaki
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 2 (23-32mmHg), long size 1, Black
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 1;;BSN medical Ltd;Class 2 (23-32mmHg), long size 1, Navy
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 2;;BSN medical Ltd;Class 2 (23-32mmHg), long size 2, Khaki
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 2 (23-32mmHg), long size 3, Black
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 3;;BSN medical Ltd;Class 2 (23-32mmHg), long size 3, Dark grey
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 4;;BSN medical Ltd;Class 2 (23-32mmHg), long size 4, Black
Jobst for Men Explore class 2 (23-32mmHg) below knee closed toe lymphoedema garment long size 5;;BSN medical Ltd;Class 2 (23-32mmHg), long size 5, Black
