AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;DATE_FROM;DATE_TO;VERSION
Juzo Dynamic Cotton custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment;;Juzo UK Ltd;Class 1 (18-21mmHg), , Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic Cotton custom fit class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left;;T/H O/T W/A L;;2018-11-09;2018-11-09;1
Juzo Dynamic Cotton custom fit class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right;;Juzo UK Ltd;Class 1 (18-21mmHg), right , Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic Cotton custom fit class 2 (23-32mmHg) thigh length closed toe with silicone top band lymphoedema garment;;Juzo UK Ltd;Class 2 (23-32mmHg), , Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic Cotton custom fit class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment right;;Juzo UK Ltd;Class 2 (23-32mmHg), right , Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic Cotton custom fit class 2 (23-32mmHg) tights open toe lymphoedema garment;;Juzo UK Ltd;Class 2 (23-32mmHg), , Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve lymphoedema garment size VI;;Juzo UK Ltd;Class 1 (18-21mmHg), size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve max lymphoedema garment size I;;ARMSLEEVE MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve max lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve max lymphoedema garment size II;;Juzo UK Ltd;Class 1 (18-21mmHg), size II  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve max lymphoedema garment size IV;;Juzo UK Ltd;Class 1 (18-21mmHg), size IV  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with shoulder and strap lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with shoulder and strap max lymphoedema garment size I;;A/S + S & S MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with shoulder and strap max lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with shoulder and strap max lymphoedema garment size IV;;Juzo UK Ltd;Class 1 (18-21mmHg), size IV  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with silicone border lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with silicone border lymphoedema garment size V;;Juzo UK Ltd;Class 1 (18-21mmHg), size V  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with silicone border max lymphoedema garment size I;;A/S + S/B MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) armsleeve with silicone border max lymphoedema garment size I;;Juzo UK Ltd;Class 1 (18-21mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee closed toe lymphoedema garment extra short size VI;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size VI, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee closed toe lymphoedema garment standard size V;;Juzo UK Ltd;Class 1 (18-21mmHg), standard size V  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size I  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size IV;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size IV  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size V;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size V, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size VI;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size VI, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment short size III;;Juzo UK Ltd;Class 1 (18-21mmHg), short size III, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe with silicone top band lymphoedema garment extra short size II;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size II  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) below knee open toe with silicone top band lymphoedema garment short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), short size I  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) combined armsleeve with silicone border lymphoedema garment size I;;COMB A/S + S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) combined armsleeve with silicone border max lymphoedema garment size I;;C/A + S/B MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) combined armsleeve with silicone border max lymphoedema garment size III;;Juzo UK Ltd;Class 1 (18-21mmHg), size III  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) combined armsleeve with silicone border max lymphoedema garment size III;;Juzo UK Ltd;Class 1 (18-21mmHg), size III, Sesame;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) combined armsleeve with silicone border max lymphoedema garment size VI;;Juzo UK Ltd;Class 1 (18-21mmHg), size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe lymphoedema garment extra short size IV;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size IV  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with silicone top band lymphoedema garment short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with silicone top band lymphoedema garment standard size VI;;Juzo UK Ltd;Class 1 (18-21mmHg), standard size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), wide short size I  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size III;;Juzo UK Ltd;Class 1 (18-21mmHg), wide short size III  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with waist attachment lymphoedema garment left short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), left short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with waist attachment lymphoedema garment right short size I;;T/H C/T+W/A R L;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length open toe lymphoedema garment short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment short size I;;T/H O/T+SIL BOR;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment wide short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), wide short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left short size I;;T/H O/T+W/A L L;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right short size I;;T/H O/T+W/A R L;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) tights closed toe lymphoedema garment short size I;;Juzo UK Ltd;Class 1 (18-21mmHg), short size I  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 1 (18-21mmHg) tights open toe lymphoedema garment extra short size V;;Juzo UK Ltd;Class 1 (18-21mmHg), extra short size V, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve lymphoedema garment size I;;ARMSLEEVE;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve lymphoedema garment size I;;Juzo UK Ltd;Class 2 (23-32mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve lymphoedema garment size III;;Juzo UK Ltd;Class 2 (23-32mmHg), size III, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve lymphoedema garment size V;;Juzo UK Ltd;Class 2 (23-32mmHg), size V  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve max lymphoedema garment size I;;ARMSLEEVE MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve max lymphoedema garment size I;;Juzo UK Ltd;Class 2 (23-32mmHg), size I  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve max lymphoedema garment size I;;Juzo UK Ltd;Class 2 (23-32mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve max lymphoedema garment size V;;Juzo UK Ltd;Class 2 (23-32mmHg), size V, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with shoulder and strap lymphoedema garment size I;;A/S + S & STRAP;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with shoulder and strap lymphoedema garment size VI;;Juzo UK Ltd;Class 2 (23-32mmHg), size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with shoulder and strap max lymphoedema garment size I;;A/S + S & S MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with shoulder and strap max lymphoedema garment size I;;Juzo UK Ltd;Class 2 (23-32mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with silicone border lymphoedema garment size I;;ARMSLEEVE + S B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with silicone border lymphoedema garment size IV;;Juzo UK Ltd;Class 2 (23-32mmHg), size IV, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) armsleeve with silicone border max lymphoedema garment size I;;A/S + S/B MAX;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) below knee closed toe lymphoedema garment standard size VI;;Juzo UK Ltd;Class 2 (23-32mmHg), standard size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment standard size III;;Juzo UK Ltd;Class 2 (23-32mmHg), standard size III, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment standard size VI;;Juzo UK Ltd;Class 2 (23-32mmHg), standard size VI  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) below knee open toe lymphoedema garment short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) combined armsleeve with silicone border lymphoedema garment size I;;COMB A/S + S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) combined armsleeve with silicone border lymphoedema garment size I;;Juzo UK Ltd;Class 2 (23-32mmHg), size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) combined armsleeve with silicone border lymphoedema garment size V;;Juzo UK Ltd;Class 2 (23-32mmHg), size V  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) combined armsleeve with silicone border max lymphoedema garment size II;;Juzo UK Ltd;Class 2 (23-32mmHg), size II  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) combined armsleeve with silicone border max lymphoedema garment size IV;;Juzo UK Ltd;Class 2 (23-32mmHg), size IV, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe lymphoedema garment short size I;;T/H CLOSED TOE;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe with silicone top band lymphoedema garment short size I;;T/H C/TOE + S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe with silicone top band lymphoedema garment standard size I;;Juzo UK Ltd;Class 2 (23-32mmHg), standard size I, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), wide short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment left short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), left short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment right short size I;;T/H C/T+W/A R L;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe lymphoedema garment short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe lymphoedema garment short size I;;T/H OPEN TOE;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment extra short size V;;Juzo UK Ltd;Class 2 (23-32mmHg), extra short size V  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment short size VI;;Juzo UK Ltd;Class 2 (23-32mmHg), short size VI  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment wide short size I;;T/H O/T + W S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment wide short size V;;Juzo UK Ltd;Class 2 (23-32mmHg), wide short size V, Black pepper;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment left extra short size V;;Juzo UK Ltd;Class 2 (23-32mmHg), left extra short size V  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment left standard size V;;Juzo UK Ltd;Class 2 (23-32mmHg), left standard size V  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment right short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), right short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) tights closed toe lymphoedema garment extra short size III;;Juzo UK Ltd;Class 2 (23-32mmHg), extra short size III, Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) tights closed toe lymphoedema garment short size I;;Juzo UK Ltd;Class 2 (23-32mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 2 (23-32mmHg) tights closed toe lymphoedema garment short size IV;;Juzo UK Ltd;Class 2 (23-32mmHg), short size IV  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe lymphoedema garment short size I;;B/K CLOSED TOE;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe lymphoedema garment short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), short size I  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe lymphoedema garment short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe lymphoedema garment short size II;;Juzo UK Ltd;Class 3 (34-46mmHg), short size II  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe with silicone top band lymphoedema garment short size I;;B/K C/TOE + S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee closed toe with silicone top band lymphoedema garment short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee open toe lymphoedema garment short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee open toe lymphoedema garment standard size III;;Juzo UK Ltd;Class 3 (34-46mmHg), standard size III  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee open toe with silicone top band lymphoedema garment short size IV;;Juzo UK Ltd;Class 3 (34-46mmHg), short size IV  , Poppy seed;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) below knee open toe with silicone top band lymphoedema garment short size V;;Juzo UK Ltd;Class 3 (34-46mmHg), short size V  , Blueberry;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment short size I;;T/H C/TOE + S/B;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with waist attachment lymphoedema garment right short size I;;Juzo UK Ltd;Class 3 (34-46mmHg), right short size I , Almond;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with waist attachment lymphoedema garment right short size I;;T/H C/T+W/A R L;I-VI;2018-11-09;2018-11-09;1
Juzo Dynamic class 3 (34-46mmHg) thigh length open toe lymphoedema garment standard size V;;Juzo UK Ltd;Class 3 (34-46mmHg), standard size V  , Blueberry;2018-11-09;2018-11-09;1
